"","cc1","pconf3","pcomp3","cc2fixed","cc3","pconf1","pcomp1","cc4fixed","cc5","pconf2","pcomp2","cc6fixed","ResponseId","religion3","course","biomajor","institution","gender","semester","raceoriginal","pconf","pcomp"
"9740",3,3,5,1,4,2,5,1,2,4,5,1,"R_3KJwLSz437picoc","Muslim",16,"No",1,"Woman","Spring 2020","Asian",3,5
"9741",4,2,3,3,3,3,2,4,2,4,3,3,"R_3lYbW8E30mK8cx4","Muslim",40,"Yes",23,"Man","Spring 2020","White",3,2.66666666666667
"9742",2,4,4,2,2,4,3,3,3,3,3,3,"R_3m2CUJIaSKFjXKg","Muslim",55,"No",17,"Man","Fall 2020","Asian",3.66666666666667,3.33333333333333
"9743",4,2,4,2,2,4,4,2,3,3,4,2,"R_3m99EQT6RUQ4Dfl","Muslim",39,"Yes",22,"Man","Spring 2020","Asian",3,4
"9744",4,2,4,2,2,4,4,2,3,3,4,2,"R_3mesM1OWYGHRVu5","Muslim",1,"Yes",1,"Man","Fall 2018","Multiracial",3,4
"9745",4,2,5,1,2,4,4,2,3,3,4,2,"R_3MJWryLGAKyfrnA","Muslim",48,"No",11,"Man","Fall 2020","Asian",3,4.33333333333333
"9746",3,3,2,4,2,4,4,2,3,3,4,2,"R_3n60wOoug7cOQUI","Muslim",40,"Yes",23,"Man","Spring 2020","White",3.33333333333333,3.33333333333333
"9747",5,1,3,3,4,2,5,1,4,2,4,2,"R_3nBrTYB9mo8Wqjm","Muslim",48,"No",11,"Man","Fall 2020","Asian",1.66666666666667,4
"9748",4,2,4,2,2,4,5,1,3,3,4,2,"R_3nMAJaq7hGwiHDB","Muslim",56,"Yes",16,"Man","Fall 2020","Asian",3,4.33333333333333
"9749",5,1,5,1,5,1,5,1,2,4,5,1,"R_3NUpvPiDKno9ozh","Muslim",56,"Yes",16,"Man","Fall 2020","Asian",2,5
"9750",2,4,3,3,3,3,4,2,4,2,2,4,"R_3O33TSXTJKiw6UN","Muslim",49,"No",12,"Man","Fall 2020","White",3,3
"9751",1,5,5,1,1,5,3,3,1,5,1,5,"R_3P6y38cu55GlaCW","Muslim",40,"Yes",23,"Woman","Spring 2020","Asian",5,3
"9752",5,1,2,4,1,5,5,1,4,2,5,1,"R_3PBpdRIIfMmkZyw","Muslim",69,"No",13,"Woman","Spring 2021","Black",2.66666666666667,4
"9753",5,1,5,1,5,1,5,1,2,4,5,1,"R_3PHw5PwZrrN1LHk","Muslim",74,"Yes",17,"Man","Spring 2021",NA,2,5
"9754",2,4,2,4,2,4,3,3,2,4,2,4,"R_3PM6jCuo3eaHQn5","Muslim",43,"Yes",1,"Man","Fall 2020","Asian",4,2.33333333333333
"9755",5,1,5,1,5,1,5,1,4,2,5,1,"R_3PMMRGlIAb0Ivr2","Muslim",78,"No",24,"Man","Spring 2021","Black",1.33333333333333,5
"9756",5,1,5,1,3,3,4,2,4,2,4,2,"R_3PtSvNDoBFlOQiD","Muslim",48,"No",11,"Man","Fall 2020","Asian",2,4.33333333333333
"9757",5,1,5,1,4,2,5,1,3,3,5,1,"R_3Q0jmrVMFlJPeae","Muslim",60,"Yes",4,"Woman","Spring 2021","Asian",2,5
"9758",3,3,2,4,2,4,3,3,2,4,3,3,"R_3QJjpJ5vxE8VDvF","Muslim",55,"Yes",17,"Woman","Fall 2020",NA,3.66666666666667,2.66666666666667
"9759",1,5,1,5,1,5,1,5,1,5,1,5,"R_3QSqpExkzu3j6El","Muslim",55,"No",17,"Man","Fall 2020","Asian",5,1
"9760",4,2,3,3,4,2,4,2,3,3,4,2,"R_3qTJxh1lxaLFaMh","Muslim",48,"No",11,"Woman","Fall 2020","White",2.33333333333333,3.66666666666667
"9761",5,1,5,1,5,1,5,1,1,5,5,1,"R_3qwIRp89qUNCNKF","Muslim",56,"No",16,"Woman","Fall 2020","Asian",2.33333333333333,5
"9762",5,1,4,2,3,3,5,1,2,4,4,2,"R_3Ra2qOrWmfzYglH","Muslim",7,"No",8,"Woman","Fall 2018","Multiracial",2.66666666666667,4.33333333333333
"9763",4,2,4,2,5,1,5,1,4,2,5,1,"R_3ReJJnBhSrsiqK0","Muslim",55,"Yes",17,"Woman","Fall 2020","White",1.66666666666667,4.66666666666667
"9764",3,3,3,3,1,5,4,2,2,4,5,1,"R_3Rfk2jum3MClsj7","Muslim",40,"Yes",23,"Woman","Spring 2020","Asian",4,4
"9765",3,3,3,3,3,3,3,3,3,3,3,3,"R_3rMr9T05iZX8CJY","Muslim",80,"No",14,"Woman","Spring 2021","Asian",3,3
"9766",3,3,4,2,2,4,4,2,2,4,4,2,"R_3rULkZMKMrmRhhO","Muslim",29,"Yes",12,"Woman","Spring 2020","Black",3.66666666666667,4
"9767",5,1,1,5,5,1,5,1,5,1,5,1,"R_57sIWx1eJpbDLFL","Muslim",43,"No",1,"Man","Fall 2020","White",1,3.66666666666667
"9768",2,4,3,3,2,4,4,2,2,4,4,2,"R_5bSEOE8Us5Xug4p","Muslim",56,"Yes",16,"Woman","Fall 2020","Asian",4,3.66666666666667
"9769",4,2,4,2,4,2,4,2,4,2,4,2,"R_5gPOLSKlcwJuXFT","Muslim",74,"Yes",17,"Man","Spring 2021","Multiracial",2,4
"9770",2,4,2,4,2,4,5,1,2,4,3,3,"R_5yDG2g0zjs9uoYF","Muslim",37,"No",20,"Woman","Spring 2020","Asian",4,3.33333333333333
"9771",4,2,4,2,2,4,4,2,2,4,4,2,"R_6EHAkjUPwlyVUCl","Muslim",35,"No",14,"Woman","Spring 2020","Asian",3.33333333333333,4
"9772",1,5,3,3,2,4,3,3,3,3,3,3,"R_6G4z6OqoE0YlbBT","Muslim",56,"Yes",16,"Man","Fall 2020","White",4,3
"9773",2,4,4,2,2,4,4,2,2,4,3,3,"R_6tA9dJ6j2mMSl6p","Muslim",56,"Yes",16,"Woman","Fall 2020","Asian",4,3.66666666666667
"9774",4,2,4,2,2,4,5,1,3,3,5,1,"R_6X7gX9Hw9nIXjk5","Muslim",56,"Yes",16,"Woman","Fall 2020","Asian",3,4.66666666666667
"9775",4,2,2,4,4,2,5,1,4,2,5,1,"R_78aQxpCNZEmtfgd","Muslim",9,"Yes",16,"Woman","Fall 2018","Asian",2,4
"9776",3,3,3,3,2,4,4,2,3,3,4,2,"R_8cuyCJEZ3lzwUff","Muslim",15,"Yes",1,"Woman","Spring 2020","Asian",3.33333333333333,3.66666666666667
"9777",2,4,4,2,3,3,5,1,3,3,4,2,"R_A115o5CbUqZveO5","Muslim",62,"No",7,"Woman","Spring 2021","Multiracial",3.33333333333333,4.33333333333333
"9778",1,5,4,2,2,4,5,1,2,4,5,1,"R_A1l0TBnJFpUgaUp","Muslim",43,"Yes",1,"Woman","Fall 2020","Asian",4.33333333333333,4.66666666666667
"9779",2,4,2,4,4,2,4,2,2,4,4,2,"R_a3iA1zANPdLe9d7","Muslim",78,"Yes",24,"Man","Spring 2021","Asian",3.33333333333333,3.33333333333333
"9780",4,2,4,2,2,4,5,1,3,3,4,2,"R_AsXQFbSFdf2zvW1","Muslim",56,"Yes",16,"Woman","Fall 2020","Asian",3,4.33333333333333
"9781",1,5,1,5,1,5,1,5,1,5,1,5,"R_bIYNyPlZ52S4B0t","Muslim",50,"No",13,"Man","Fall 2020","Multiracial",5,1
"9782",2,4,4,2,1,5,5,1,3,3,4,2,"R_BKTICQqsFdzsrFn","Muslim",1,"Yes",1,"Woman","Fall 2018","White",4,4.33333333333333
"9783",3,3,2,4,2,4,4,2,3,3,4,2,"R_bpeZd4j2yjGEgjn","Muslim",58,"Yes",1,"Man","Spring 2021","Asian",3.33333333333333,3.33333333333333
"9784",5,1,4,2,2,4,4,2,4,2,5,1,"R_BqYHUUlSM9MGt1L","Muslim",48,"Yes",11,"Woman","Fall 2020","Asian",2.33333333333333,4.33333333333333
"9785",2,4,4,2,4,2,4,2,3,3,4,2,"R_BtdMWIujMWgPJFD","Muslim",68,"No",13,"Man","Spring 2021","Native",3,4
"9786",5,1,1,5,5,1,4,2,2,4,4,2,"R_CahYfLQkRUdFUQN","Muslim",68,"Yes",13,"Woman","Spring 2021","Asian",2,3
"9787",3,3,4,2,2,4,4,2,3,3,4,2,"R_cGdaxDfZ9EaLwxb","Muslim",73,"No",16,"Man","Spring 2021","Asian",3.33333333333333,4
"9788",4,2,4,2,4,2,4,2,4,2,4,2,"R_datVJ9osEIE6ci5","Muslim",7,"Yes",8,"Man","Fall 2018","Black",2,4
"9789",4,2,5,1,2,4,5,1,4,2,5,1,"R_DRZK8Hxe5csjSMh","Muslim",56,"Yes",16,"Man","Fall 2020","Asian",2.66666666666667,5
"9790",3,3,3,3,3,3,3,3,3,3,3,3,"R_e8v093yBI8uNMMV","Muslim",78,"No",24,"Man","Spring 2021","Asian",3,3
"9791",3,3,4,2,2,4,4,2,1,5,4,2,"R_eboScil4aMmiRq1","Muslim",48,"No",11,"Woman","Fall 2020","Black",4,4
"9792",3,3,4,2,3,3,4,2,3,3,4,2,"R_eCWITISgwMkWNWx","Muslim",17,"Yes",1,"Woman","Spring 2020","Asian",3,4
"9793",4,2,3,3,2,4,4,2,2,4,2,4,"R_elL5dmlPkisTDLH","Muslim",37,"No",20,"Man","Spring 2020","Asian",3.33333333333333,3
"9794",5,1,5,1,5,1,5,1,5,1,5,1,"R_erIhBGGDC6pUiFH","Muslim",62,"Yes",7,"Man","Spring 2021","Asian",1,5
"9795",5,1,2,4,4,2,2,4,3,3,4,2,"R_NVJZb15so67cR57","Muslim",14,"Yes",1,"Woman","Spring 2020","Black",2,2.66666666666667
"9796",1,5,2,4,2,4,4,2,3,3,4,2,"R_OBi1fUWqBENrDGN","Muslim",49,"Yes",12,"Man","Fall 2020","Asian",4,3.33333333333333
"9797",1,5,1,5,2,4,5,1,2,4,5,1,"R_PBDqJgjzJSTWNJD","Muslim",55,"Yes",17,"Man","Fall 2020","White",4.33333333333333,3.66666666666667
"9798",5,1,1,5,5,1,5,1,2,4,1,5,"R_PRSVIk9Ic2UbA3L","Muslim",14,"No",1,"Man","Spring 2020","White",2,2.33333333333333
"9799",5,1,5,1,5,1,5,1,5,1,5,1,"R_PUH89QpYTW5cWt3","Muslim",40,"Yes",23,"Woman","Spring 2020","Asian",1,5
"9800",4,2,4,2,2,4,4,2,4,2,4,2,"R_Q6zdkrIIcrYVI8V","Muslim",75,"No",19,"Woman","Spring 2021","Asian",2.66666666666667,4
"9801",2,4,5,1,1,5,5,1,2,4,5,1,"R_QcPaZLh1xT7SceZ","Muslim",56,"Yes",16,"Woman","Fall 2020","Asian",4.33333333333333,5
"9802",4,2,3,3,3,3,4,2,4,2,4,2,"R_qE3mdDy4WZTh2HT","Muslim",80,"No",14,"Woman","Spring 2021","Asian",2.33333333333333,3.66666666666667
"9803",2,4,2,4,3,3,4,2,3,3,4,2,"R_qJ7TPdQqsAf62Od","Muslim",73,"No",16,"Woman","Spring 2021","Asian",3.33333333333333,3.33333333333333
"9804",3,3,4,2,3,3,4,2,2,4,4,2,"R_qOPnSXb4R42KY8h","Muslim",41,"No",23,"Woman","Spring 2020","Asian",3.33333333333333,4
"9805",2,4,2,4,2,4,4,2,2,4,4,2,"R_qxZ1rbxT2oXYVUJ","Muslim",48,"Yes",11,"Man","Fall 2020","Asian",4,3.33333333333333
"9806",4,2,4,2,4,2,5,1,4,2,5,1,"R_qyCqy1Ymu8YW3kd","Muslim",28,"Yes",11,"Woman","Spring 2020","Black",2,4.66666666666667
"9807",2,4,3,3,4,2,4,2,4,2,3,3,"R_r09laC5VUbW0Xw5","Muslim",74,"No",17,"Woman","Spring 2021","Asian",2.66666666666667,3.33333333333333
"9808",4,2,4,2,4,2,5,1,3,3,5,1,"R_rotCpOXqUmYQX0l","Muslim",1,"Yes",1,"Woman","Fall 2018","Black",2.33333333333333,4.66666666666667
"9809",2,4,3,3,3,3,4,2,3,3,4,2,"R_RPmxM4UsMhL1cTD","Muslim",78,"Yes",24,"Woman","Spring 2021","Black",3.33333333333333,3.66666666666667
"9810",4,2,2,4,3,3,4,2,3,3,4,2,"R_rqkuy8RBsmWVBlL","Muslim",56,"Yes",16,"Woman","Fall 2020","Asian",2.66666666666667,3.33333333333333
"9811",4,2,3,3,3,3,4,2,2,4,4,2,"R_sEZkocG1K6xXJWF","Muslim",40,"Yes",23,"Man","Spring 2020","Asian",3,3.66666666666667
"9812",3,3,4,2,3,3,5,1,3,3,5,1,"R_snAUW7HEMZxdUPv","Muslim",14,"No",1,"Man","Spring 2020","White",3,4.66666666666667
"9813",3,3,3,3,4,2,4,2,4,2,4,2,"R_suLSt2YtDS4GxH3","Muslim",14,"No",1,"Man","Spring 2020","White",2.33333333333333,3.66666666666667
"9814",3,3,5,1,1,5,5,1,1,5,5,1,"R_Tbg0GC00y2deIlb","Muslim",73,"Yes",16,"Woman","Spring 2021","Asian",4.33333333333333,5
"9815",3,3,4,2,2,4,2,4,2,4,4,2,"R_tJQPOQUD1NhNyMh","Muslim",23,"Yes",5,"Woman","Spring 2020","White",3.66666666666667,3.33333333333333
"9816",5,1,5,1,2,4,5,1,3,3,5,1,"R_U9lZR0j1ViEUYlr","Muslim",1,"Yes",1,"Woman","Fall 2018","Asian",2.66666666666667,5
"9817",4,2,4,2,4,2,4,2,3,3,4,2,"R_uafjubZQUIYybgR","Muslim",64,"No",8,"Woman","Spring 2021","Asian",2.33333333333333,4
"9818",5,1,3,3,1,5,5,1,1,5,5,1,"R_Uga0otl41rY1omB","Muslim",74,"No",17,"Woman","Spring 2021",NA,3.66666666666667,4.33333333333333
"9819",4,2,3,3,3,3,4,2,2,4,4,2,"R_UMIrQxVlmmudi5X","Muslim",78,"No",24,"Woman","Spring 2021","Asian",3,3.66666666666667
"9820",1,5,3,3,2,4,4,2,2,4,4,2,"R_UmYrzEAC6h1LusF","Muslim",7,"No",8,"Woman","Fall 2018","Black",4.33333333333333,3.66666666666667
"9821",4,2,4,2,2,4,5,1,3,3,5,1,"R_urX9zo2GVeFnYK5","Muslim",48,"Yes",11,"Woman","Fall 2020","Multiracial",3,4.66666666666667
"9822",4,2,4,2,1,5,4,2,1,5,4,2,"R_USKE4Ev7M52SiZj","Muslim",73,"Yes",16,"Woman","Spring 2021","Asian",4,4
"9823",4,2,4,2,4,2,4,2,3,3,4,2,"R_uvJDOfVWSvpRhrr","Muslim",38,"No",20,"Woman","Spring 2020","Latinx",2.33333333333333,4
"9824",3,3,3,3,2,4,4,2,3,3,4,2,"R_uzb3DNY7E04m35v","Muslim",48,"No",11,"Woman","Fall 2020","Asian",3.33333333333333,3.66666666666667
"9825",5,1,4,2,5,1,5,1,3,3,5,1,"R_V1Est1lC9p3D7y1","Muslim",49,"Yes",12,"Man","Fall 2020","Multiracial",1.66666666666667,4.66666666666667
"9826",4,2,4,2,4,2,5,1,4,2,5,1,"R_vemVcWS4cWo6Nzz","Muslim",76,"Yes",19,"Man","Spring 2021","Asian",2,4.66666666666667
"9827",1,5,1,5,1,5,5,1,1,5,5,1,"R_VI7X6OH9O8SWyKR","Muslim",78,"Yes",24,"Woman","Spring 2021","Multiracial",5,3.66666666666667
"9828",3,3,5,1,2,4,5,1,2,4,5,1,"R_vkIQXeLDJMmjzP3","Muslim",56,"No",16,"Woman","Fall 2020","Asian",3.66666666666667,5
"9829",4,2,4,2,4,2,4,2,3,3,3,3,"R_vvRPkxFjinQPE09","Muslim",62,"Yes",7,"Man","Spring 2021",NA,2.33333333333333,3.66666666666667
"9830",2,4,4,2,2,4,4,2,2,4,3,3,"R_vYOk7FKzGXVeVfH","Muslim",57,"No",1,"Woman","Spring 2021","Asian",4,3.66666666666667
"9831",2,4,4,2,3,3,4,2,2,4,3,3,"R_W0eAg6PA8MFyuPf","Muslim",40,"Yes",23,"Woman","Spring 2020","White",3.66666666666667,3.66666666666667
"9832",4,2,4,2,1,5,5,1,1,5,5,1,"R_W0PAUyWeWefY4Dv","Muslim",56,"Yes",16,"Man","Fall 2020","Asian",4,4.66666666666667
"9833",2,4,4,2,2,4,4,2,2,4,4,2,"R_W1lU5iSdthkg0oN","Muslim",14,"No",1,"Woman","Spring 2020","Asian",4,4
"9834",2,4,3,3,3,3,4,2,3,3,4,2,"R_WeZAeweRcCZADmh","Muslim",64,"No",8,"Man","Spring 2021","Asian",3.33333333333333,3.66666666666667
"9835",5,1,4,2,5,1,5,1,5,1,5,1,"R_wM0r3cwSABIj7Et","Muslim",62,"Yes",7,"Man","Spring 2021","Black",1,4.66666666666667
"9836",3,3,2,4,2,4,5,1,3,3,5,1,"R_wRa0SVqS0qQlbwJ","Muslim",73,"Yes",16,"Woman","Spring 2021","Asian",3.33333333333333,4
"9837",3,3,4,2,4,2,4,2,3,3,4,2,"R_WujnlkSjEDujilr","Muslim",40,"Yes",23,"Woman","Spring 2020","White",2.66666666666667,4
"9838",5,1,3,3,5,1,5,1,1,5,5,1,"R_WvbBenxXWTocOGZ","Muslim",62,"Yes",7,"Woman","Spring 2021","Asian",2.33333333333333,4.33333333333333
"9839",2,4,2,4,2,4,4,2,2,4,4,2,"R_wX0K6o8Os4vizFn","Muslim",43,"Yes",1,"Man","Fall 2020","Asian",4,3.33333333333333
"9840",3,3,4,2,2,4,5,1,4,2,4,2,"R_x5cmE9x5m5Lz4JP","Muslim",40,"Yes",23,"Man","Spring 2020","Asian",3,4.33333333333333
"9841",3,3,4,2,3,3,4,2,3,3,4,2,"R_XHzGm8Fh26Pe1e9","Muslim",74,"Yes",17,"Man","Spring 2021","Asian",3,4
"9842",2,4,2,4,2,4,4,2,2,4,4,2,"R_xl8y4aJlpKZ9aMh","Muslim",32,"No",13,"Man","Spring 2020","Asian",4,3.33333333333333
"9843",2,4,3,3,3,3,5,1,3,3,4,2,"R_XLFj9guGDAixG1P","Muslim",56,"Yes",16,"Man","Fall 2020","Asian",3.33333333333333,4
"9844",4,2,1,5,1,5,5,1,3,3,5,1,"R_xxUJZVhr0V6f6kV","Muslim",58,"Yes",1,"Woman","Spring 2021","Multiracial",3.33333333333333,3.66666666666667
"9845",4,2,4,2,2,4,4,2,3,3,5,1,"R_ykbR9jHSmb7l0v7","Muslim",56,"Yes",16,"Woman","Fall 2020","Asian",3,4.33333333333333
"9846",2,4,3,3,1,5,4,2,2,4,4,2,"R_yUObftoZsfNEQO5","Muslim",17,"Yes",1,"Man","Spring 2020","Asian",4.33333333333333,3.66666666666667
"9847",2,4,4,2,2,4,4,2,2,4,4,2,"R_YXGbl559U8JEMj7","Muslim",74,"No",17,"Woman","Spring 2021","Asian",4,4
"9848",4,2,4,2,4,2,4,2,5,1,4,2,"R_yyGiS24WN8qAB4l","Muslim",15,"Yes",1,"Man","Spring 2020","Asian",1.66666666666667,4
"9849",2,4,3,3,2,4,4,2,4,2,4,2,"R_Z1ME7sEeUt1YlLH","Muslim",56,"Yes",16,"Man","Fall 2020","Asian",3.33333333333333,3.66666666666667
"9850",4,2,4,2,4,2,4,2,4,2,4,2,"R_Z33M5kxSZA4g1fX","Muslim",40,"No",23,"Woman","Spring 2020",NA,2,4
"9851",4,2,5,1,5,1,5,1,5,1,5,1,"R_Z4aA316zpstnp2V","Muslim",58,"Yes",1,"Man","Spring 2021","Asian",1.33333333333333,5
"9852",4,2,4,2,4,2,5,1,3,3,5,1,"R_Z8CKTUtzBvxt0qd","Muslim",21,"Yes",4,"Woman","Spring 2020","Asian",2.33333333333333,4.66666666666667
"9853",5,1,5,1,3,3,5,1,5,1,5,1,"R_ZDyDSCsHZJBjT7b","Muslim",58,"Yes",1,"Man","Spring 2021","Asian",1.66666666666667,5
"9854",3,3,4,2,2,4,5,1,2,4,5,1,"R_zTMPFYmls6jNsvn","Muslim",56,"Yes",16,"Man","Fall 2020","Asian",3.66666666666667,4.66666666666667
"9855",4,2,4,2,1,5,4,2,4,2,5,1,"R_0pH7A2znUxOIdgZ","Hindu",57,"No",1,"Woman","Spring 2021","Asian",3,4.33333333333333
"9856",3,3,4,2,3,3,4,2,3,3,3,3,"R_0q5NAhYCiNNNb9v","Hindu",1,"Yes",1,"Woman","Fall 2018","Asian",3,3.66666666666667
"9857",2,4,3,3,3,3,4,2,3,3,4,2,"R_11dNh2g1juxDZdb","Hindu",56,"Yes",16,"Woman","Fall 2020","Asian",3.33333333333333,3.66666666666667
"9858",4,2,4,2,4,2,4,2,4,2,4,2,"R_11XZzTMEizQMQAl","Hindu",56,"Yes",16,"Woman","Fall 2020","Asian",2,4
"9859",2,4,4,2,2,4,4,2,2,4,4,2,"R_12458HF1C22IS2V","Hindu",14,"No",1,"Man","Spring 2020","Asian",4,4
"9860",3,3,4,2,4,2,4,2,3,3,4,2,"R_1CdxKir6nT34OAy","Hindu",40,"Yes",23,"Woman","Spring 2020","Asian",2.66666666666667,4
"9861",3,3,3,3,3,3,3,3,3,3,3,3,"R_1CJjxUkKmUsGXdo","Hindu",73,"No",16,"Man","Spring 2021","Asian",3,3
"9862",2,4,4,2,2,4,4,2,2,4,4,2,"R_1CjW455GxAE80ap","Hindu",56,"No",16,"Man","Fall 2020","Asian",4,4
"9863",2,4,3,3,3,3,5,1,2,4,4,2,"R_1CjWp7usN27s5zF","Hindu",33,"Yes",13,"Woman","Spring 2020","Asian",3.66666666666667,4
"9864",4,2,4,2,4,2,4,2,4,2,4,2,"R_1cZdvVtQHzsZJXC","Hindu",76,"Yes",19,"Woman","Spring 2021","Asian",2,4
"9865",2,4,2,4,2,4,4,2,2,4,3,3,"R_1d18a75cCemFmyC","Hindu",64,"No",8,"Woman","Spring 2021","Asian",4,3
"9866",3,3,3,3,3,3,3,3,3,3,3,3,"R_1DHZ7JfBRPIREc1","Hindu",57,"Yes",1,"Woman","Spring 2021","Asian",3,3
"9867",3,3,3,3,3,3,3,3,3,3,3,3,"R_1DOb4SjU3jnz2XF","Hindu",61,"Yes",7,"Woman","Spring 2021","Asian",3,3
"9868",3,3,4,2,3,3,3,3,3,3,3,3,"R_1dpeKDpqt4idDLj","Hindu",33,"Yes",13,"Woman","Spring 2020","Asian",3,3.33333333333333
"9869",4,2,4,2,2,4,4,2,2,4,4,2,"R_1EapQNMtyuTnHfT","Hindu",50,"Yes",13,"Woman","Fall 2020","Asian",3.33333333333333,4
"9870",2,4,3,3,3,3,4,2,2,4,4,2,"R_1EhYulkXMLZQEGQ","Hindu",56,"No",16,"Woman","Fall 2020","Asian",3.66666666666667,3.66666666666667
"9871",4,2,4,2,4,2,5,1,4,2,4,2,"R_1Fg3NtXmfFVRujK","Hindu",73,"Yes",16,"Woman","Spring 2021","Asian",2,4.33333333333333
"9872",3,3,3,3,2,4,5,1,2,4,5,1,"R_1FgFVOPW177R9Ih","Hindu",40,"Yes",23,"Woman","Spring 2020","Asian",3.66666666666667,4.33333333333333
"9873",4,2,3,3,2,4,5,1,2,4,4,2,"R_1fjGaJUTY4unv0Y","Hindu",58,"Yes",1,"Woman","Spring 2021","Asian",3.33333333333333,4
"9874",5,1,5,1,3,3,5,1,4,2,5,1,"R_1gAugpuvKpB0Vx4","Hindu",29,"Yes",12,"Woman","Spring 2020","Asian",2,5
"9875",4,2,4,2,3,3,4,2,2,4,4,2,"R_1GE5GEQsB4oQRoN","Hindu",55,"Yes",17,"Woman","Fall 2020","Asian",3,4
"9876",4,2,4,2,3,3,4,2,3,3,4,2,"R_1GH3ZQKLK3HEHZV","Hindu",29,"Yes",12,"Woman","Spring 2020","Asian",2.66666666666667,4
"9877",4,2,3,3,3,3,3,3,3,3,3,3,"R_1gN4AQPcL82XQQh","Hindu",14,"No",1,"Man","Spring 2020","Asian",2.66666666666667,3
"9878",4,2,4,2,4,2,5,1,4,2,5,1,"R_1goRYNdRDn2lKXi","Hindu",7,"Yes",8,"Woman","Fall 2018","Asian",2,4.66666666666667
"9879",3,3,3,3,3,3,3,3,3,3,3,3,"R_1gTKionmu2OA0QJ","Hindu",7,"Yes",8,"Woman","Fall 2018","Asian",3,3
"9880",3,3,2,4,3,3,5,1,3,3,4,2,"R_1gvSYEOzAqFdgVQ","Hindu",40,"Yes",23,"Man","Spring 2020","Asian",3,3.66666666666667
"9881",3,3,3,3,3,3,3,3,3,3,3,3,"R_1gwticw8K4HTaDg","Hindu",17,"Yes",1,"Man","Spring 2020","Asian",3,3
"9882",3,3,4,2,3,3,4,2,3,3,4,2,"R_1gzMCshdHPO3cP7","Hindu",29,"No",12,"Woman","Spring 2020","Asian",3,4
"9883",5,1,5,1,3,3,5,1,3,3,5,1,"R_1IEN3fvzhSkG2XH","Hindu",56,"Yes",16,"Woman","Fall 2020","Asian",2.33333333333333,5
"9884",2,4,2,4,2,4,4,2,2,4,4,2,"R_1IF8PPKmmMo7Ia8","Hindu",40,"Yes",23,"Man","Spring 2020","Asian",4,3.33333333333333
"9885",3,3,4,2,4,2,4,2,3,3,4,2,"R_1ihwaSPGE4VLf8Z","Hindu",55,"No",17,"Woman","Fall 2020","Asian",2.66666666666667,4
"9886",1,5,4,2,2,4,5,1,2,4,5,1,"R_1jBBEXjqETN2xGg","Hindu",56,"Yes",16,"Woman","Fall 2020","Asian",4.33333333333333,4.66666666666667
"9887",3,3,4,2,4,2,5,1,4,2,5,1,"R_1jKcxOyDjy4jxF8","Hindu",74,"Yes",17,"Woman","Spring 2021","Asian",2.33333333333333,4.66666666666667
"9888",5,1,5,1,3,3,5,1,4,2,5,1,"R_1JL9d6aigc5UYl8","Hindu",21,"No",4,"Man","Spring 2020","Asian",2,5
"9889",5,1,2,4,3,3,4,2,1,5,4,2,"R_1JOSrCIqbww1HHD","Hindu",78,"Yes",24,"Woman","Spring 2021","Asian",3,3.33333333333333
"9890",5,1,2,4,4,2,5,1,5,1,5,1,"R_1jrZY7ios72NxUc","Hindu",56,"Yes",16,"Woman","Fall 2020","Asian",1.33333333333333,4
"9891",2,4,3,3,2,4,4,2,3,3,2,4,"R_1KkZLwXFKRLyDDz","Hindu",14,"No",1,"Man","Spring 2020","Asian",3.66666666666667,3
"9892",5,1,5,1,5,1,5,1,2,4,5,1,"R_1KxwQOxxflYTGAa","Hindu",42,"Yes",1,"Woman","Fall 2020","Asian",2,5
"9893",3,3,2,4,2,4,4,2,2,4,4,2,"R_1LbVEf2MHQ1ILhX","Hindu",40,"No",23,"Man","Spring 2020","Asian",3.66666666666667,3.33333333333333
"9894",3,3,3,3,3,3,4,2,3,3,4,2,"R_1lrDpQ23egugZwn","Hindu",49,"No",12,"Woman","Fall 2020","Asian",3,3.66666666666667
"9895",3,3,3,3,2,4,5,1,3,3,5,1,"R_1Lvs31VfrfqbG3V","Hindu",49,"Yes",12,"Woman","Fall 2020","Asian",3.33333333333333,4.33333333333333
"9896",3,3,4,2,4,2,5,1,4,2,5,1,"R_1lxC5nGGELBgoTh","Hindu",64,"No",8,"Woman","Spring 2021","Asian",2.33333333333333,4.66666666666667
"9897",4,2,3,3,2,4,4,2,4,2,4,2,"R_1LznKI59lVl1tnE","Hindu",1,"Yes",1,"Woman","Fall 2018","Multiracial",2.66666666666667,3.66666666666667
"9898",2,4,3,3,3,3,5,1,4,2,5,1,"R_1mf6i0Sp1Ir7nmx","Hindu",14,"No",1,"Man","Spring 2020","Asian",3,4.33333333333333
"9899",4,2,4,2,4,2,5,1,2,4,5,1,"R_1n2f2RLdRx9Dgev","Hindu",63,"No",8,"Woman","Spring 2021","Asian",2.66666666666667,4.66666666666667
"9900",2,4,2,4,4,2,5,1,2,4,2,4,"R_1n6iXE4iCSOaNc3","Hindu",7,"Yes",8,"Man","Fall 2018","Asian",3.33333333333333,3
"9901",2,4,2,4,3,3,4,2,3,3,4,2,"R_1nPnCk4VlDE7RqZ","Hindu",9,"Yes",16,"Woman","Fall 2018","Asian",3.33333333333333,3.33333333333333
"9902",5,1,4,2,4,2,4,2,3,3,4,2,"R_1OB1IKpDoTCUkqS","Hindu",56,"Yes",16,"Woman","Fall 2020","Asian",2,4
